Hospital Name,Address,CITY,STATE,PIN CODE,PPN / NON PPN
Gayatri Nursing Home,"14-38-5 ,Muppidi Colony, Maharanipeta , Behind Sri Krishna Chaitanya Matt,Opp St
Joseph Hospital,","VISAKHAPATN
AM",ANDHRA PRADESH,530002,NON PPN
Gajraj Hospital,"Near New Bus Stand, Gajraj Hospital Road, Gohana",SONIPAT,HARYANA,131301,NON PPN
Dharamveer Solanki Hospital,"B-2, Lakhi Ram Park, 100 Feet Road, Opp Sec-22,nil",DELHI,DELHI,110086,PPN
Singla Nursing & Eye Hospital,"Fauji Road, near Maharaja Dosa Center, Gurdwara Bazar, Kot Kapura",FARIDKOT,PUNJAB,151204,NON PPN
Abhi Eye Hospital,"Kamarajanar Rd, Jothi Nagar, Pungavadi Puthur, Attur, nil",SALEM,TAMILNADU,636102,NON PPN
Ajinkyatara Multispeciality Hospital Pvt Ltd,"500/A/8, Sadar Bazar, Opp Civil Hospital,",SATARA,MAHARASHTRA,415001,NON PPN
Zenith Hospital Tertiary Care Center,"Walcut Compound Khatri Complex,Old Cotton Market,",AMRAVATI,MAHARASHTRA,444601,NON PPN
Namratha Hospital,"D. No. 51/916-B-86-C, SVR Complex, Opp New RTC Bus Stand,Besides Krishna
Sweets Lane,",KURNOOL,ANDHRA PRADESH,518003,NON PPN
Aastha Hospital,"Dabwali Road, Near Bajaj Showroom,",SIRSA,HARYANA,125055,NON PPN
SJ Hospital,"DNo - 1, 295, Sunkesula Rd, Near Pump House, Sitaramnagar, Mamidala Padu",KURNOOL,ANDHRA PRADESH,518003,NON PPN
Peoples Trauma And Emergency Hospital,"13-4/78, Old Club Road, Kothapet,nil",GUNTUR,ANDHRA PRADESH,522001,NON PPN
Goyal Hospital,"Main Bazaar, Dashmesh Nagar, Near Vaid Tirath Ram",MOGA,PUNJAB,142001,NON PPN
RK Hospital And Research Center,"Bhagvati Colony, Bayana, Civil Lines, Damdama Road",BHARATPUR,RAJASTHAN,321401,NON PPN
Metro Jind Hospital & ICU,"Old Tirupati Building, Opp LIC Building, Huda Ground, Near Court, Gohana Road",JIND,HARYANA,126102,NON PPN
MRS Pranami Hospital,"Kaimari Rd, Amar Deep Colony, Near Bharat Gas Agency",HISAR,HARYANA,125004,NON PPN
Dhaka Orthopaedic & Trauma Hospital,"Near Devipura Balaji Mandir, Bajrang Kanta,",SIKAR,RAJASTHAN,332001,NON PPN
BS Heart Care & Multispeciality Hospital,"Mohan Nagar, Opp Easy Day, Near Jindal House",KURUSHESTRA,HARYANA,136118,NON PPN
Swami Samarth Hospital,"Lavathalejhar Nanagr, Jejuri, Teh. Purandar, Dist. Pune,Opp To Bharat Petroleum,",PUNE,MAHARASHTRA,412303,NON PPN
Mediversal Superspeciality Hospital,"D516, Lohianagar, Kankarbagh, 90 feet road, Near Golumber,",PATNA,BIHAR,800020,NON PPN
Vora Baby Care Hospital,"Samnati Nagar, Singnapur Road, Phaltan,Opp Hotel Srinath,",SATARA,MAHARASHTRA,415523,NON PPN
Vivekanand Hospital,"Bamnoli, Kupwad, Teh. Miraj,nil",SANGLI,MAHARASHTRA,416436,NON PPN
"Sree Sivani Multi Speciality Hospital and Research
Institute","15-15-16/1, Buddavarapu Gardens, Krishna Nagar, Maharanipeta,","VISAKHAPATN
AM",ANDHRA PRADESH,530002,NON PPN
LMR Multispeciality Hospital,"D. No. 13-3-187, Behind RTC Bus Stand, Srinivasa Nagar, New Town, Indian Bank
Road,",ANANTPUR,ANDHRA PRADESH,515001,NON PPN
Aneja Multi Speciality Hospital,"Sec 14, Opp Huda Commercial Centre, Delhi Road, Near Vivekanand Chock",SONIPAT,HARYANA,131001,NON PPN
Mahendra Hospital,"New Jain Nagar, Sector-17, Near Sapphire Hotel, Jagadhri","YAMUNA
NAGAR",HARYANA,135003,NON PPN
Khandesh Cancer Centre,"490/3, Surat Bypass Road,",DHULE,MAHARASHTRA,424001,NON PPN
Asian Institute of Nephrology And Urology AINU,"47-11-12, 1st Lane, near Diamond Park, Dwaraka Nagar,Sriram Parlour,","VISAKHAPATN
AM",ANDHRA PRADESH,530016,NON PPN
Global Nursing Home,"3rd Floor, Suyash Chambers, Trimurti Chowk, Ambad Link Road, Kamatwade, Near
Hotel Padma,",NASIK,MAHARASHTRA,422009,NON PPN
Chazhikattu Multi Super Speciality Hospital CHPL,"IX/139A, Riverview Road,Thodupuzha,Idukki Dist.,nil",THODUPUZHA,KERALA,685584,NON PPN
PBMA Kantalaxmi Shah Eye Hospital,"Hole, Tarfe Haweli, Shahada Bypass Road, Nandurbar,Near Gurukul Nagar,",DHULE,MAHARASHTRA,425412,NON PPN
Vighnaharta Multi Speciality Hospital,"Near Old Panjab National Bank , New Plot, Near Rune Xerox, Amalner",JALGAON,MAHARASHTRA,425401,NON PPN
Mahatma Gandhi Cancer Hospital,"Near Gulabrao Patil Medical College, Shivaji Nagar, Miraj",SANGLI,MAHARASHTRA,406410,NON PPN
Bhumika Hospital,"Pink House Ki Gali, Fatehpur Road, Near Maru School",SIKAR,RAJASTHAN,332001,NON PPN
The Solanki Hospital,"Pushpvathi Colony, Fathehpur Sikri,",BHARATPUR,RAJASTHAN,321001,NON PPN
Param Orthopedic Hospital,"2nd Floor Param Doctor House, Near Resham Bhavan , Lal Darwaja ,nil",SURAT,GUJARAT,395003,NON PPN
Shatayu Multispecialty Hospital,"Balajinagar, Medankarwadi, Chakan, Teh. Khed,nil",PUNE,MAHARASHTRA,410501,NON PPN
Care Multispeciality Hospital,"Plot No. 700, Indiranagar, Shri BS Campus, Korochi, Tal. Hatkanangale,nil",KOLHAPUR,MAHARASHTRA,416109,NON PPN
Teresa Memorial Hospital,"Block 3, Flat No-12, Avani Oxford- Phase-III, Jessore Road, Plot-2044NH2,
Bamchamdrapur",BARDDHAMAN,WEST BENGAL,713103,NON PPN
Saanvi Hospital,"Civil Hospital Road, Barwala",HISAR,HARYANA,125121,NON PPN
Apple Hospital,"Laxmi Market, Behind, Sakpura Mohlla, Opp Badri Vihar",SIKAR,RAJASTHAN,332001,NON PPN
Vrund Eye Hospital,"78-B, Urmi Society,BPC Road,Near Alkapuri Haveli,",VADODARA,GUJARAT,390007,NON PPN
Ambika Eye Hospital,"Om Medical Centre, Radhanpur Cross Road, Opp Patel Jewellers,",MEHSANA,GUJARAT,384002,NON PPN
Dr Mate Hospital,"Behind Hotel Tukson, Narayan Gaon, Taluka Junnar, Opp St Stand,",PUNE,MAHARASHTRA,410504,NON PPN
Syamala Hospitals,"11-5-15/1, Wyra Road,Near Cila Parisad Centre,",Khammam,TELANGANA,507001,NON PPN
Jeevan Jyoti Trust Hospital,"1st Floor, Santosh Bhuvan , Nalasopara ( East ), Sitaram Commercial Complex, Dist.
Palghar,",MUMBAI,MAHARASHTRA,401209,NON PPN
Adarsh Hospital,"Near Kolti River, Omnagar, Deola,Near SBI Bank,",NASIK,MAHARASHTRA,423102,NON PPN
Surabhi Hospitals Pvt Ltd,"Gulmohar Road, Nagar Aurangabad Highway, Infront of BTR,",AHMEDNAGAR,MAHARASHTRA,414003,NON PPN
Shree Sai Multispeciality Hospital,"Sable Patil Plaza,Tal Niphad, Ungaon Road, Niphad",NASIK,MAHARASHTRA,422303,NON PPN
Indumati Hospital,"Capt Krishankant Chowk, Near Ram Mandir,Jalkot Road, Udgir",OSMANABAD,MAHARASHTRA,413517,NON PPN
Shushrusha Hospital,"Opposite Mankeshwar Cinema Hall, Peth Sangli Road, Islampur",SANGLI,MAHARASHTRA,415409,NON PPN
Deshmukh Multi Speciality Hospital,"Birla Road,In Front of SBI Ramdaspeth",AKOLA,MAHARASHTRA,444002,NON PPN
Magdum Endo Surgery Institute,"State Bank Colony, Pratibha Nagar,Opp Shastri Nagar Play Ground,",KOLHAPUR,MAHARASHTRA,416008,NON PPN
Nucleus Hospital,"Near To Essar Petrol Pump, Balikashram road, Savedi,Near Adarsh Elite Society,",AHMEDNAGAR,MAHARASHTRA,414003,PPN
Nimai Hospitals,"Plot No. X-41, Baheti Landmark, Maharana Pratap Chowk, Bajaj Nagar, MIDC,Near
Bhagat Singh School,",AURANGABAD,MAHARASHTRA,431136,NON PPN
Mar Baselios Medical Mission Hospital MBMM,"Kothamangalam,NH-49, nil",ERNAKULAM,KERALA,686691,NON PPN
Mallav Orthopedic And Joint Replacement Centre,"Opp Yadgar Hotel, Yadgar Chowk, SV Patel Road,nil",DAHOD,GUJARAT,389151,NON PPN
Aruna Sree Hospitals,"17-1-383, Vinay Nagar, Sagar Road, IS Sadan `x` Road, Santosh Nagar,",HYDERABAD,TELANGANA,500059,NON PPN
Gajuwaka Hospitals Private Limited,"D No.26-16-7, Chaitanya Nagar, China Gantyada, Gajuwaka,","VISAKHAPATN
AM",ANDHRA PRADESH,530026,NON PPN
Nerlikar Hospital,"Near Jehan Circle, Gangapur Road, nil",NASIK,MAHARASHTRA,422013,NON PPN
Dr Barabde Hospital,"Camp Road , In Front of Holy Cross School,nil",AMRAVATI,MAHARASHTRA,444602,NON PPN
Holy Help Hospital,"5, Dabra Road, Model Town,",HISAR,HARYANA,125001,NON PPN
Brar Eye Hospital,"Faridkot Road, Near Petrol Pump, Kotakpura",FARIDKOT,PUNJAB,151204,NON PPN
Panchal Hospital,"777/5, Sector 13-17, Barsat Road",PANIPAT,HARYANA,132103,NON PPN
Virk Hospital,"363 364 Randhir Lane, Near Dayal Singh College",KARNAL,HARYANA,132001,NON PPN
Amma Childrens Hospital,"D.No. 04-006-324, Lambadi Donka, Kurnool Road, Dist. Prakasam,",ONGOLE,ANDHRA PRADESH,523002,NON PPN
Aditi Hospital And Diagnostics,"FF, Jaymadi Shanti Smruti Complex, BRTS Bus Stop, Bopal,Besides Little Wings,",AHMEDABAD,GUJARAT,380058,NON PPN
Shri Nidaan Hospital,"A-27, Vidhyut Nagar, Ajmer Road,nil",JAIPUR,RAJASTHAN,302021,PPN
Cygnus JK Hindu Hospital,"Industrial Area, Old Rohtak Road,Near Hindu College of Engineering",SONIPAT,HARYANA,131001,NON PPN
Drishti Advance Eye Care Centre,"Near Tehsil Complex, Samana",PATIALA,PUNJAB,147101,NON PPN
Samip Hospital,"NANA KUMBHNATH ROAD, Nadiad,Dist. Kheda,",NADIAD,GUJARAT,387002,NON PPN
Centre For Sight Patna,"A-31, PC Colony, Kankarbagh, K Sector, Sampatchak,Near Petrol Pump,",PATNA,BIHAR,800020,NON PPN
Neha Shine Hospital,"Plot No - 1,2,3, Mettugadda, Opposite Shriram Engeneering College",Mahbubnagar,TELANGANA,509001,NON PPN
Shri Vijaya Durga Orthopaedic Centre,"46/684, Bhudhawarpet, Budhawara Peta, SBI Line, Opp Govt General Hospital,",KURNOOL,ANDHRA PRADESH,518002,NON PPN
B And B Memorial Hospital,"Near Model Engineering College Road, Thrikkakara, Edappally, nil",ERNAKULAM,KERALA,682021,NON PPN
Islampur Multispeciality Hospital And ICU Center,"Plot No. 85, Islampur Business Complex, Walva,nil",SANGLI,MAHARASHTRA,415409,NON PPN
Shree Gajanan Heart and Eye Hospital,"Plot No 370, Omkar Nagar,Opp General Post Office",JALGAON,MAHARASHTRA,425001,NON PPN
Drishti Advanced Eye And Diabetes Care Centre,"Bhadson Road, Near Axis Bank, Manjit Nagar",PATIALA,PUNJAB,147001,NON PPN
Anjani Maternity Home,"Station Road, Near Lions Cricle, Bharuch,Near Teen Rasta,","ANKALESHWA
R",GUJARAT,393001,NON PPN
Najath Hospital,"Bridge Road, Aluva,Metro Junction, Bypass Road,",ERNAKULAM,KERALA,683101,NON PPN
Usha Hospital,"Juran Chapra, Road No 1,nil",MUZAFFARPUR,BIHAR,842001,NON PPN
Anuradha Hospital,"Opp BSNL Office, Belt Road, nil","CHICKMANGAL
ORE",KARNATAKA,577101,NON PPN
Vijay Hospital,"13A, Lajpat Nagar, Scheme No. 2, nil",ALWAR,RAJASTHAN,301001,NON PPN
Cygnus Super Speciality Hospital,"Huda Sec-20, Bypass Road, Near Taneja Auto Mobile",KAITHAL,HARYANA,136027,NON PPN
Krishna Hospital,"Patapur Road, Mahua, Vaishali,Dist. Vaishali,",HAJIPUR,BIHAR,844122,NON PPN
Saraswati Eye Care Centre,"66/6, Rajwah Road, Gandhi Nagar, Opp Buss Stand",JIND,HARYANA,126102,NON PPN
Gokul Children Hospital,"Near Kasturba Kanya Vidyalaya, Gopal Chokdi, Char Rasta, nil",ANAND,GUJARAT,388001,NON PPN
Sri Krishna Hospital,"Sec-11, MVP Colony, Opp Alwardas Stadium","VISAKHAPATN
AM",ANDHRA PRADESH,530016,NON PPN
Dayal Nursing Home,"Dabwali Road, Near sagwan Chowk, Multani Colony",SIRSA,HARYANA,125055,NON PPN
Garg Hospital,"Circular Road, Main Bazar,",FARIDKOT,PUNJAB,151203,NON PPN
Aarogya Hospital,"Urban Estate-2, Near LIC Office, Opp Vishvas School,",HISAR,HARYANA,125001,NON PPN
Jethwa Eye Hospital,"Near Nayapadkar Press, Desai Lane, Old Bus Stand,",ANAND,GUJARAT,388001,NON PPN
KP Hospital,"Nilambaug Circle, Opp SBI Bank,",BHAVNAGAR,GUJARAT,364001,NON PPN
Haranath ENT Super Speciality Hospital,"20-7-61, Maruthi Ngar,Revenue Ward, Korlagunta,Dist. Chittor,",TIRUPATI,ANDHRA PRADESH,517501,NON PPN
United Green Hospital,"Green Atria, Beside Silver Park Society, In Front Of Sneh Sankul Wadi, Anand Mahal
Road,ADAJAN,",SURAT,GUJARAT,395009,NON PPN
Vaatsalya Hospital,"Near Salasar Road, Nehru Park",SIKAR,RAJASTHAN,332001,NON PPN
Devi Super Speciality Eye Hospital HSR Layout,"157 A,Sector 5 outer ring road, opp JSS PUBLIC SCHOOL,nil",BANGALORE,KARNATAKA,560102,PPN
Suseela Netralaya & Maternity Hospital,"Plot No 46/89-11, Laxmi Ganesh Nagar, Near Woodlands Hotel, Budhwar Peta",KURNOOL,ANDHRA PRADESH,518002,NON PPN
Sapthagiri Hospital,"H. No. 2-2-2,Bridge Juction, Jammikunta,nil",Karimnagar,TELANGANA,505122,NON PPN
Apoorva Hospital,"50-17-62, Rajendra Nagar, Near Seethammapeta Junction","VISAKHAPATN
AM",ANDHRA PRADESH,530016,NON PPN
Raje Shree Chatrapati Sahu Maharaj Hospital,"Near District Session Court, Khawamiya Road, Sahu Nagar",JALGAON,MAHARASHTRA,425001,NON PPN
Krupalu Nursing Home,"Vitthalpura, Gokul Nagar, Halol",GODHRA,GUJARAT,389350,NON PPN
Lara Mother Health Care Centre,"Lic Road, Behind Lokhandwala,",GODHRA,GUJARAT,389001,NON PPN
Murali Hospital,"25/164, Sanjeeva Nagar, Telugu Peta, Nandyala",KURNOOL,ANDHRA PRADESH,518501,NON PPN
JD Jindal Hospital,"Main Road, Near Hariram Filling Station,Barwala",HISAR,HARYANA,125111,NON PPN
Shraddha Hospital And Critical Care Center,"Plot No. 9, Vishal Nagar, Opp. kada office, Gajanan Maharaj mandir road, nil",AURANGABAD,MAHARASHTRA,431003,NON PPN
Mani Multispeciality Hospital,"33 SOUTH STREET South Street, Thruthuraipoondi, Near at IOB Bank,",TIRUVARUR,TAMILNADU,614713,NON PPN
Sreechand Speciality Hospital,"Near SN Park Road, Payyambalam",KANNUR,KERALA,670001,NON PPN
Dr Agarwals Eye Hospital Tirupur,"No. 32, Rayapandaram Street, Avinashi Road, nil",TIRUPPUR,TAMILNADU,641602,PPN
Sunrise Hospital Critical Care Trauma Centre,"Near Jain Derasar, Dahod Road, Vavdi,nil",GODHRA,GUJARAT,389001,NON PPN
Srinivasa Pinnacle Hospital,"HNo 6-1-86, Kancharakunta Kuda Office Lane, Hanumakonda",Warangal,TELANGANA,506001,NON PPN
Jk Orthopaedic Hospital,"BEHIND MEHTA PETROL PUMP GIRDHARNAGAR NEAR BUS STAND,Sabarkantha,","HIMMATNAGA
R",GUJARAT,383001,NON PPN
Trinity Test Tube Baby Centre,"Gulam Baba Mill Compound, Lal Darwaja, Station Road, Opp Sanjivani Icu Hospital,",SURAT,GUJARAT,395003,NON PPN
Aanvi Endoscopy And Surgery Centre,"112-117, 1st Floor, Maruti Plaza Complex, Modi Compound, Panchbatti,nil",BHARUCH,GUJARAT,392001,NON PPN
Motherhood Women And Children Hospital,"Block B, Plot No. 206A, Sector - 48, Gautam, Buddha Nagar",NOIDA,UTTAR PRADESH,201301,PPN
Goyal Nursing Home And Lithotripsy Centre,"Purani Anaj Mandi Chowk, Hodal",PALWAL,HARYANA,121106,NON PPN
Om Hospital,"1-2, Ambika Vijay Society, Near Surat Super store, Varachha Main Road,nil",SURAT,GUJARAT,395006,NON PPN
Venkat Childrens Hospital,"5-7-87 Dwaraka Nagar,Near Brindavan Hospital,",Nizamabad,TELANGANA,503001,NON PPN
Sahyog Hospital,"Near Mansarovar Shopping Centre, Behind GVH High School, Kumbar Vado, Jam
Khambhaliya, Dist. Dev Bhumi Dwarka,",JAMNAGAR,GUJARAT,361305,NON PPN
Apollo Proton Cancer Centre,"4/661, Dr Vikram Sarabai Instronic Estate, 7th St, Dr Vasi Estate, Phase 2,
Tharamani",CHENNAI,TAMILNADU,600096,PPN
Jayathi Hospitals,"Old club road, Kothapet, Near to RTC Bus stand,nil",GUNTUR,ANDHRA PRADESH,522001,NON PPN
Siri Noble Hospitals,"44-16-G45, Sunkesula Road, nil",KURNOOL,ANDHRA PRADESH,518004,NON PPN
Sanjeev Netralaya And Superspeciality Retina Hospital,"Kalika Nagar, Dimna Road,Mango,Beside Ulidih Police Station,",JAMSHEDPUR,JHARKHAND,831012,NON PPN
HCG Cancer Centre Vizag,"Plot No. 10,11,12, Pinnacle Hospital Compound, APIIC Health City, Chinagadili,
Arilova,Near Sai Baba Temple,","VISAKHAPATN
AM",ANDHRA PRADESH,530040,NON PPN
Latha Maternity Nursing Home,"3-3-186, Savasen Street, Behind Civil Hospital,nil",Karimnagar,TELANGANA,505002,NON PPN
Keerthi Shree Hospital,"NO-48H,R.I.OFFICE ROAD, NEAR BUS STAND, BODINAYAKANUR,THENI,nil","BODINAICKAN
UR",TAMILNADU,625513,NON PPN
Madhumani Nursing Home,"Balaji Complex, Atmakur Road,Telugu Peta, Nandyal",KURNOOL,ANDHRA PRADESH,518501,NON PPN
PP Maniya Childrens Super Speciality Hospital,"C-1, Ganesh Colony, Opp. Hans Soc., Near Baroda Pristage, Varachha main road, nil",SURAT,GUJARAT,395006,NON PPN
Saraswathi Nursing Home,"Door No 43/35, N R Peta, 2nd Lane, NR Peta,Apollo Centre Back Side,",KURNOOL,ANDHRA PRADESH,518004,NON PPN
Jasani Children Hospital And NICU,"301-305, 3rd Floor, Apple Square, Yogi Chowk, Varachha Road,",SURAT,GUJARAT,395010,NON PPN
Sankalp Hospital,"Assandh - Panipat Road, Bhatia Colony, Near Aneja Petrol Pump",PANIPAT,HARYANA,132103,NON PPN
Advance Hospital,"Bishamber Dayal Ki Dhani , Karoli, Khuskhera, Bhiwadi, Budhi Bawal, Tizara",ALWAR,RAJASTHAN,301707,NON PPN
Amrutha Nursing Home,"3-3-168 Beside Civil Hospital Savaran Street,nil",Karimnagar,TELANGANA,505001,NON PPN
Shree Satyay Hospital,"4020-22, 4th floor, Yogichowk, Palladium mall,Punagam,",SURAT,GUJARAT,395010,NON PPN
Poonia Hospital,"Ambedkar Chowk, Opp Seth Tula Ram Dharmshala, Hisar Road",SIRSA,HARYANA,125055,NON PPN
Niramaya Hospital,"NH-8, Service Road, GIDC, Gunjan, Dist. Valsad,Next To Home Decor,",VAPI,GUJARAT,396191,NON PPN
Mavjat Children Hospital,"A-20, Rangdarshan society, katargam-singanpore road,nil",SURAT,GUJARAT,395004,NON PPN
Shri Ram Mangalam Hospital,"Jain Vishwa Bharti Road (Phali Patti) Ladnun , Dist Nagaur,nil",LADNUN,RAJASTHAN,341306,NON PPN
Dr Vasavis Hospital,"2-2-122/A, Nayimnagar Main Road, Hanamkonda, nil",Warangal,TELANGANA,506001,NON PPN
Hari Kishan Eye Institute,"8-5-440, Raghavendra Nagar,nil",Karimnagar,TELANGANA,505001,NON PPN
City Multi Speciality Hospital,"Vaishali Cinema, Koprli Road, GIDC, Gunjan,Near Papillon Hotel,",VAPI,GUJARAT,396191,NON PPN
New BK Hospital,"Sunil Singh Complex, Jauhari Bazar,nil",HAJIPUR,BIHAR,844101,NON PPN
Sri Sai Subhramaniya Hospitals Private Limited,"35 & 36, Thirumullaivoyal,Behind Shivan Temple, Masilamaneeswarar Nagar,nil",CHENNAI,TAMILNADU,600062,NON PPN
Sri Vamsi Krishna Hospital,"Ashok Ngar, Near KC Canal Bridge, nil",KURNOOL,ANDHRA PRADESH,518004,NON PPN
Keerti Childrens Hospital,"HNo - 2-1- 1190, Naim Nagar, Hanamkonda",Warangal,TELANGANA,506001,NON PPN
Sri Ahalya Hospital,"Varanasi Street, Sai Baba Mandir Road, Seetharampuram,",VIJAYWADA,ANDHRA PRADESH,520002,NON PPN
MJ Hospital,"1-21/6, MJ Nagar, Armoor, Perkit,",Nizamabad,TELANGANA,503224,NON PPN
Suraksha Kidz Multi Speciality Hospital,"10-13-510, Reddy And Reddy Colony, Chittoor",TIRUPATI,ANDHRA PRADESH,517501,NON PPN
Sai Priya Hospital,"Sambasiva Pet, Womens College Road, Opposite Naaz Centre",GUNTUR,ANDHRA PRADESH,522001,NON PPN
Evershine Hospital,"Opp Godrej Anandam, Ganesh Peta, Karpal Bagh, nil",NAGPUR,MAHARASHTRA,440018,NON PPN
Bharat Multi Speciality Hospital,"Dabra Chowk Over Bridge, Delhi Road",HISAR,HARYANA,125005,NON PPN
Mahavir Eye Hospital,"1st Floor, Nariman Complex, Juna Rasta,Opp JK Mistry,",ANAND,GUJARAT,388001,NON PPN
Tamhane Hospital,"Indiranagar Lane No. 10, Sangamner,nil",AHMEDNAGAR,MAHARASHTRA,422605,NON PPN
Kranthi Speciality Hospital,"13-2-391/1, Ameya Towers,Old KVS Function Hall, Near RTC Busstand,
Ramachandra Nagar",ANANTPUR,ANDHRA PRADESH,515001,NON PPN
Dhanbad Nursing Home,"Katrash Road, Near Bara Guridawara,nil",DHANBAD,JHARKHAND,826001,NON PPN
Satyam Multispeciality Hospital,"5-A-5, Jawahar Nagar,","SRIGANGANAG
AR",RAJASTHAN,335001,NON PPN
Shriram Trauma And Super Speciality Hospital,"RTO Office Road, Opposite to Govt. Shri Kalyan Hospital, Near Radha Kishan Pura
Phatak",SIKAR,RAJASTHAN,332001,NON PPN
Aashirwad Hospital,"Bye Pass Road, Gobind Puri, Near Bhai Kanhiya Sahib Chowk","YAMUNA
NAGAR",HARYANA,135002,NON PPN
Vasavi Nursing Home,"1-8-91, Balasamudram, Hanamkonda,Swimming Pool Lane,",Warangal,TELANGANA,100089,NON PPN
Pavan Padma Hospital,"2-8-86/5, Mukarampura,nil",Karimnagar,TELANGANA,505001,NON PPN
Mulshi Speciality Hospital,"143,Lavale phata,infront of bank of maharashtra,Pirangut, Haveli,",PUNE,MAHARASHTRA,412115,NON PPN
Dreamland Hope Hospital,"5-4-387/3, Near JJ Reddy X Road, Pochammagalli, Khaleelwadi",Nizamabad,TELANGANA,503001,NON PPN
Shree Siddhivinayak Hospital,"B/6, Prasanna Park Housing Society, Navghar Road, Bhayandar East, Behind Manish-
Apartment, Near Venus Shiv Mandir,nil",THANE,MAHARASHTRA,401105,PPN
Shri Neelkanth Multispeciality Hospital,"22/C, Manav Mandir Society, Waghodia Main Road, Opp Panigate Water Tank,",VADODARA,GUJARAT,390019,NON PPN
Krishna Speciality Hospital,"VETRIVEL NAGAR,RAMALAKSHMI MAHAL,OFF AVINASHI ROAD,GOLDWINS ,nil",COIMBATORE,TAMILNADU,641014,PPN
M Nagaraj Nursing Home And Urology Centre,"Near Hotel Nisarg, Collector Zone, Malegaon",NASIK,MAHARASHTRA,423203,NON PPN
Sri Sai Life Line Hospitals,"H.No 3-1-763, Opp: District Court, Vavilalapally, nil",Karimnagar,TELANGANA,505001,NON PPN
Aggarwal Hospital,"73A, Near Saphire Hotel, Main Road, Basant Nagar, National Highway, Jagadhri","YAMUNA
NAGAR",HARYANA,135003,NON PPN
Mittal Hospital,"Gurunanakpura Mohalla, Mehs Gate, Opp Bhattan Street, Near Nishan Wali, Nabha",PATIALA,PUNJAB,147201,NON PPN
Apple Children Hospital,"2nd Floor, Shreeji Plaza, Above Axis Bank, ST Bus Stand Road",JAMNAGAR,GUJARAT,361005,NON PPN
Rutu General Hospital,"Mahavir Chamber, Mahavir Marg, Opp Bhalej Road",ANAND,GUJARAT,388001,NON PPN
Maruti Multispeciality Hospital,"A-307, Swaminarayan Soc-2, Opp Renukabhavan, Bombay Market To Punagam
Road,",SURAT,GUJARAT,395010,NON PPN
Savera Cancer And Multispeciality Hospital,"Lohiya Nagar, Near Rajendra Nagar Overbridge, Kankarbagh,Dr RN Singh Road,",PATNA,BIHAR,800020,NON PPN
Tirumala Vijaya Hospital,"1-68-21, MIG PLOT -10, Sector No-2, MVP Colony ,Opp Mahatma Gandhi Cancer
Hospital","VISAKHAPATN
AM",ANDHRA PRADESH,530017,NON PPN
Nexus Ortho Care,"4th Floor, Mangaldeep Complex, Near Hirabaug Circle, Varachha Main Road,Near
Rudrax Residency,",SURAT,GUJARAT,395006,NON PPN
Netra Eye Hospital,"308, Mangaldeep Complex,Near Hirabaug Circle, Varachha Main Road,Near Rudrax
Residency,nil",SURAT,GUJARAT,395006,NON PPN
Apple Hospital And Prasutigruh,"432-433, Apple Square, Besides Swastik Plaza, Yogi Chowk, Puna Simada Road,
Kumbharia",SURAT,GUJARAT,395010,NON PPN
NEMCARE Hospital Pvt Ltd,"GMCH Road, Bhangagarh, Kamrup",GUWAHATI,ASSAM,781005,NON PPN
Simrita Nursing Home,"68 Dalima Vihar, Rajpura",PATIALA,PUNJAB,140401,NON PPN
Gujarat Gastro and Vascular Hospital,"Plot No 139, Opposite Shree Ram Petrol Pump, Girinagar Society,Andand Mahel
Road Adajan",SURAT,GUJARAT,395009,NON PPN
Supa Hospital,"64/299, VCV Pettai, Near Sai Tower,","METTUPALAYA
M",TAMILNADU,641301,PPN
Italiya Multispeciality Hospital,"4 TH FLOOR , PLATINUM POINT, OPP.C.N.G. PUMP , SUDAMA CHOWK , MOTA
VARACHA ,nil",SURAT,GUJARAT,394101,NON PPN
Vijaya Laxmi Hospital,"5-6-767, Opp Red Cross Blood Bank, Khaleelwadi, nil",Nizamabad,TELANGANA,503001,NON PPN
Prashanti Hospital,"7-3-94,Machilibazar, Hanamkonda, Brahmanawada,Hanamkonda,",Warangal,TELANGANA,506011,NON PPN
Drashti Eye Hospital,"B Dwarkadhish Market Nr. Sardar Baug,nil",JUNAGADH,GUJARAT,362001,NON PPN
Medica Magadh Hospital,"Road Number 2B, Rajendra Nagar",PATNA,BIHAR,800016,NON PPN
Haryana Multi Speciality Hospital,"Vivekanand Chowk, Delhi Road, Behind Royal Enfield Agency,",SONIPAT,HARYANA,131001,NON PPN
New Gondia Hospital,"BAJARANG NAGAR ASHOK COLONY GONDIA,nil",BHANDARA,MAHARASHTRA,441601,NON PPN
Brar Eye Hospital,"Near Rose Garden Chowk, Parjapat Colony, Goniana Road",BHATINDA,PUNJAB,151001,NON PPN
Rana Hospital,"Thana Road, Opp Civil Hospital, Kharkhauda",SONIPAT,HARYANA,131402,NON PPN
Aaryan Institute of Medical Science AIMS,"Near Nava Naka, Opposite Swaminaryan Temple, Mandvi",KACHCHH,GUJARAT,370465,NON PPN
CVVM Hospital,"3-3-123, Sawaran Street, Govt Hospital Line",Karimnagar,TELANGANA,505001,NON PPN
Akhira Hospital,"3-1-77, Vavilalapally, Opp District Court",Karimnagar,TELANGANA,505001,NON PPN
